human,mouse,lemur
ENSG00000104142,ENSMUSG00000034216,ENSMICG00000010011
ENSG00000104147,ENSMUSG00000072980,ENSMICG00000043421
ENSG00000104164,ENSMUSG00000005804,ENSMICG00000005595
ENSG00000104177,ENSMUSG00000049230,ENSMICG00000014513
ENSG00000104205,ENSMUSG00000025915,ENSMICG00000007046
ENSG00000104213,ENSMUSG00000031595,ENSMICG00000013175
ENSG00000104218,ENSMUSG00000056763,ENSMICG00000011048
ENSG00000104219,ENSMUSG00000039470,ENSMICG00000017836
ENSG00000104221,ENSMUSG00000031487,ENSMICG00000029960
ENSG00000104228,ENSMUSG00000022043,ENSMICG00000038500
ENSG00000104231,ENSMUSG00000039795,ENSMICG00000016889
ENSG00000104267,ENSMUSG00000027562,ENSMICG00000034926
ENSG00000104290,ENSMUSG00000007989,ENSMICG00000002985
ENSG00000104299,ENSMUSG00000021975,ENSMICG00000010411
ENSG00000104312,ENSMUSG00000041135,ENSMICG00000007408
ENSG00000104313,ENSMUSG00000025932,ENSMICG00000014127
ENSG00000104320,ENSMUSG00000028224,ENSMICG00000010449
ENSG00000104321,ENSMUSG00000032769,ENSMICG00000001691
ENSG00000104324,ENSMUSG00000039007,ENSMICG00000047973
ENSG00000104325,ENSMUSG00000028223,ENSMICG00000010454
ENSG00000104327,ENSMUSG00000028222,ENSMICG00000010459
ENSG00000104331,ENSMUSG00000066324,ENSMICG00000028623
ENSG00000104332,ENSMUSG00000031548,ENSMICG00000044520
ENSG00000104341,ENSMUSG00000022257,ENSMICG00000038044
ENSG00000104343,ENSMUSG00000025939,ENSMICG00000046677
ENSG00000104356,ENSMUSG00000022325,ENSMICG00000004361
ENSG00000104361,ENSMUSG00000038879,ENSMICG00000004367
ENSG00000104365,ENSMUSG00000031537,ENSMICG00000006581
ENSG00000104368,ENSMUSG00000031538,ENSMICG00000009222
ENSG00000104369,ENSMUSG00000042686,ENSMICG00000000667
ENSG00000104371,ENSMUSG00000031535,ENSMICG00000045615
ENSG00000104375,ENSMUSG00000022329,ENSMICG00000004379
ENSG00000104381,ENSMUSG00000025777,ENSMICG00000026766
ENSG00000104388,ENSMUSG00000047187,ENSMICG00000034540
ENSG00000104412,ENSMUSG00000022337,ENSMICG00000006145
ENSG00000104413,ENSMUSG00000040728,ENSMICG00000008757
ENSG00000104415,ENSMUSG00000005124,ENSMICG00000001051
ENSG00000104419,ENSMUSG00000005125,ENSMICG00000001054
ENSG00000104427,ENSMUSG00000043542,ENSMICG00000028311
ENSG00000104432,ENSMUSG00000040329,ENSMICG00000007412
ENSG00000104435,ENSMUSG00000027500,ENSMICG00000026842
ENSG00000104442,ENSMUSG00000027599,ENSMICG00000044923
ENSG00000104447,ENSMUSG00000038679,ENSMICG00000011103
ENSG00000104450,ENSMUSG00000037617,ENSMICG00000007495
ENSG00000104472,ENSMUSG00000068391,ENSMICG00000042491
ENSG00000104490,ENSMUSG00000051359,ENSMICG00000045417
ENSG00000104497,ENSMUSG00000027534,ENSMICG00000013943
ENSG00000104517,ENSMUSG00000037487,ENSMICG00000014824
ENSG00000104518,ENSMUSG00000022575,ENSMICG00000001105
ENSG00000104522,ENSMUSG00000022570,ENSMICG00000042059
ENSG00000104524,ENSMUSG00000022571,ENSMICG00000042489
ENSG00000104529,ENSMUSG00000055762,ENSMICG00000028262
ENSG00000104537,ENSMUSG00000055114,ENSMICG00000004605
ENSG00000104549,ENSMUSG00000022351,ENSMICG00000017870
ENSG00000104611,ENSMUSG00000053886,ENSMICG00000010215
ENSG00000104613,ENSMUSG00000031864,ENSMICG00000010227
ENSG00000104626,ENSMUSG00000031527,ENSMICG00000012988
ENSG00000104635,ENSMUSG00000022094,ENSMICG00000001076
ENSG00000104643,ENSMUSG00000035078,ENSMICG00000037359
ENSG00000104660,ENSMUSG00000031513,ENSMICG00000036863
ENSG00000104671,ENSMUSG00000031516,ENSMICG00000006096
ENSG00000104679,ENSMUSG00000034194,ENSMICG00000011146
ENSG00000104687,ENSMUSG00000031584,ENSMICG00000010399
ENSG00000104691,ENSMUSG00000052906,ENSMICG00000027523
ENSG00000104695,ENSMUSG00000009630,ENSMICG00000016849
ENSG00000104714,ENSMUSG00000051978,ENSMICG00000016447
ENSG00000104723,ENSMUSG00000118664,ENSMICG00000000560
ENSG00000104728,ENSMUSG00000071176,ENSMICG00000013765
ENSG00000104731,ENSMUSG00000040263,ENSMICG00000008652
ENSG00000104738,ENSMUSG00000022673,ENSMICG00000015638
ENSG00000104755,ENSMUSG00000022039,ENSMICG00000044258
ENSG00000104756,ENSMUSG00000034327,ENSMICG00000016754
ENSG00000104760,ENSMUSG00000031594,ENSMICG00000006669
ENSG00000104763,ENSMUSG00000031591,ENSMICG00000006697
ENSG00000104765,ENSMUSG00000022051,ENSMICG00000015781
ENSG00000104774,ENSMUSG00000005142,ENSMICG00000030973
ENSG00000104783,ENSMUSG00000054342,ENSMICG00000027506
ENSG00000104804,ENSMUSG00000023467,ENSMICG00000041456
ENSG00000104805,ENSMUSG00000030824,ENSMICG00000037873
ENSG00000104808,ENSMUSG00000011382,ENSMICG00000013480
ENSG00000104812,ENSMUSG00000003865,ENSMICG00000001865
ENSG00000104814,ENSMUSG00000037337,ENSMICG00000016445
ENSG00000104823,ENSMUSG00000053898,ENSMICG00000017377
ENSG00000104824,ENSMUSG00000015165,ENSMICG00000017378
ENSG00000104825,ENSMUSG00000030595,ENSMICG00000035284
ENSG00000104833,ENSMUSG00000062591,ENSMICG00000014890
ENSG00000104835,ENSMUSG00000070699,ENSMICG00000033729
ENSG00000104848,ENSMUSG00000038201,ENSMICG00000034320
ENSG00000104852,ENSMUSG00000063511,ENSMICG00000038437
ENSG00000104853,ENSMUSG00000002981,ENSMICG00000006981
ENSG00000104856,ENSMUSG00000002983,ENSMICG00000006991
ENSG00000104859,ENSMUSG00000061028,ENSMICG00000006996
ENSG00000104863,ENSMUSG00000003872,ENSMICG00000015544
ENSG00000104866,ENSMUSG00000051403,ENSMICG00000007018
ENSG00000104870,ENSMUSG00000003420,ENSMICG00000008987
ENSG00000104872,ENSMUSG00000003423,ENSMICG00000009307
ENSG00000104879,ENSMUSG00000030399,ENSMICG00000000625
ENSG00000104880,ENSMUSG00000004568,ENSMICG00000013937
ENSG00000104881,ENSMUSG00000040734,ENSMICG00000001794
ENSG00000104883,ENSMUSG00000069633,ENSMICG00000013977
ENSG00000104884,ENSMUSG00000030400,ENSMICG00000000635
ENSG00000104885,ENSMUSG00000061589,ENSMICG00000015405
ENSG00000104886,ENSMUSG00000035278,ENSMICG00000015433
ENSG00000104888,ENSMUSG00000070570,ENSMICG00000030896
ENSG00000104889,ENSMUSG00000052926,ENSMICG00000016430
ENSG00000104892,ENSMUSG00000040714,ENSMICG00000000630
ENSG00000104894,ENSMUSG00000030798,ENSMICG00000034917
ENSG00000104897,ENSMUSG00000020211,ENSMICG00000015443
ENSG00000104899,ENSMUSG00000035262,ENSMICG00000047953
ENSG00000104901,ENSMUSG00000030792,ENSMICG00000009288
ENSG00000104903,ENSMUSG00000034041,ENSMICG00000045046
ENSG00000104904,ENSMUSG00000035242,ENSMICG00000015481
ENSG00000104907,ENSMUSG00000001909,ENSMICG00000000793
ENSG00000104918,ENSMUSG00000012705,ENSMICG00000008250
ENSG00000104921,ENSMUSG00000005540,ENSMICG00000046082
ENSG00000104936,ENSMUSG00000030409,ENSMICG00000001848
ENSG00000104941,ENSMUSG00000040866,ENSMICG00000001866
ENSG00000104946,ENSMUSG00000038520,ENSMICG00000003129
ENSG00000104951,ENSMUSG00000074141,ENSMICG00000028489
ENSG00000104953,ENSMUSG00000034758,ENSMICG00000003016
ENSG00000104957,ENSMUSG00000004994,ENSMICG00000011911
ENSG00000104960,ENSMUSG00000038502,ENSMICG00000003113
ENSG00000104964,ENSMUSG00000054452,ENSMICG00000027776
ENSG00000104967,ENSMUSG00000030411,ENSMICG00000028720
ENSG00000104969,ENSMUSG00000004937,ENSMICG00000013433
ENSG00000104973,ENSMUSG00000002968,ENSMICG00000003098
ENSG00000104976,ENSMUSG00000011837,ENSMICG00000035695
ENSG00000104980,ENSMUSG00000002949,ENSMICG00000009680
ENSG00000104983,ENSMUSG00000074358,ENSMICG00000003511
ENSG00000105011,ENSMUSG00000005470,ENSMICG00000000574
ENSG00000105048,ENSMUSG00000064179,ENSMICG00000016550
ENSG00000105053,ENSMUSG00000002205,ENSMICG00000006537
ENSG00000105063,ENSMUSG00000052296,ENSMICG00000043408
ENSG00000105072,ENSMUSG00000052794,ENSMICG00000004564
ENSG00000105085,ENSMUSG00000045248,ENSMICG00000030425
ENSG00000105088,ENSMUSG00000032172,ENSMICG00000002003
ENSG00000105122,ENSMUSG00000052142,ENSMICG00000032437
ENSG00000105127,ENSMUSG00000024045,ENSMICG00000012702
ENSG00000105131,ENSMUSG00000037577,ENSMICG00000014256
ENSG00000105135,ENSMUSG00000032763,ENSMICG00000005896
ENSG00000105137,ENSMUSG00000032714,ENSMICG00000047920
ENSG00000105141,ENSMUSG00000005355,ENSMICG00000044736
ENSG00000105146,ENSMUSG00000070837,ENSMICG00000012886
ENSG00000105171,ENSMUSG00000030423,ENSMICG00000035730
ENSG00000105173,ENSMUSG00000002068,ENSMICG00000006777
ENSG00000105176,ENSMUSG00000030421,ENSMICG00000006756
ENSG00000105185,ENSMUSG00000030417,ENSMICG00000000417
ENSG00000105186,ENSMUSG00000034867,ENSMICG00000000420
ENSG00000105193,ENSMUSG00000037563,ENSMICG00000006110
ENSG00000105197,ENSMUSG00000003438,ENSMICG00000006130
ENSG00000105202,ENSMUSG00000046865,ENSMICG00000007686
ENSG00000105204,ENSMUSG00000002409,ENSMICG00000007680
ENSG00000105220,ENSMUSG00000036427,ENSMICG00000011620
ENSG00000105221,ENSMUSG00000004056,ENSMICG00000016311
ENSG00000105223,ENSMUSG00000003363,ENSMICG00000016343
ENSG00000105227,ENSMUSG00000053198,ENSMICG00000026838
ENSG00000105229,ENSMUSG00000004934,ENSMICG00000012799
ENSG00000105245,ENSMUSG00000063160,ENSMICG00000035552
ENSG00000105246,ENSMUSG00000003206,ENSMICG00000042883
ENSG00000105248,ENSMUSG00000003208,ENSMICG00000030928
ENSG00000105251,ENSMUSG00000039154,ENSMICG00000000315
ENSG00000105254,ENSMUSG00000006095,ENSMICG00000033775
ENSG00000105255,ENSMUSG00000011589,ENSMICG00000000316
ENSG00000105258,ENSMUSG00000019738,ENSMICG00000010241
ENSG00000105270,ENSMUSG00000013921,ENSMICG00000042734
ENSG00000105278,ENSMUSG00000034949,ENSMICG00000045224
ENSG00000105281,ENSMUSG00000001918,ENSMICG00000000030
ENSG00000105287,ENSMUSG00000041187,ENSMICG00000015377
ENSG00000105289,ENSMUSG00000034917,ENSMICG00000014731
ENSG00000105290,ENSMUSG00000006651,ENSMICG00000010113
ENSG00000105298,ENSMUSG00000034889,ENSMICG00000008291
ENSG00000105321,ENSMUSG00000041375,ENSMICG00000008823
ENSG00000105323,ENSMUSG00000040725,ENSMICG00000001989
ENSG00000105325,ENSMUSG00000020235,ENSMICG00000015945
ENSG00000105329,ENSMUSG00000002603,ENSMICG00000034161
ENSG00000105339,ENSMUSG00000036661,ENSMICG00000010407
ENSG00000105341,ENSMUSG00000057229,ENSMICG00000033752
ENSG00000105355,ENSMUSG00000024197,ENSMICG00000005543
ENSG00000105357,ENSMUSG00000030739,ENSMICG00000009769
ENSG00000105364,ENSMUSG00000003299,ENSMICG00000010267
ENSG00000105369,ENSMUSG00000003379,ENSMICG00000004558
ENSG00000105370,ENSMUSG00000118560,ENSMICG00000042579
ENSG00000105371,ENSMUSG00000001014,ENSMICG00000010290
ENSG00000105372,ENSMUSG00000040952,ENSMICG00000004554
ENSG00000105373,ENSMUSG00000041560,ENSMICG00000005580
ENSG00000105374,ENSMUSG00000004612,ENSMICG00000046911
ENSG00000105376,ENSMUSG00000032174,ENSMICG00000010301
ENSG00000105379,ENSMUSG00000004610,ENSMICG00000015607
ENSG00000105392,ENSMUSG00000041578,ENSMICG00000042307
ENSG00000105393,ENSMUSG00000031820,ENSMICG00000034679
ENSG00000105397,ENSMUSG00000032175,ENSMICG00000010345
ENSG00000105398,ENSMUSG00000070810,ENSMICG00000037551
ENSG00000105401,ENSMUSG00000019471,ENSMICG00000010376
ENSG00000105402,ENSMUSG00000006024,ENSMICG00000011599
ENSG00000105404,ENSMUSG00000003380,ENSMICG00000008574
ENSG00000105409,ENSMUSG00000040907,ENSMICG00000008581
ENSG00000105426,ENSMUSG00000013236,ENSMICG00000017221
ENSG00000105427,ENSMUSG00000063651,ENSMICG00000041430
ENSG00000105429,ENSMUSG00000045039,ENSMICG00000015225
ENSG00000105438,ENSMUSG00000002778,ENSMICG00000032657
ENSG00000105443,ENSMUSG00000003269,ENSMICG00000008908
ENSG00000105447,ENSMUSG00000053801,ENSMICG00000008894
ENSG00000105464,ENSMUSG00000002771,ENSMICG00000008869
ENSG00000105467,ENSMUSG00000040231,ENSMICG00000004068
ENSG00000105472,ENSMUSG00000004473,ENSMICG00000047106
ENSG00000105486,ENSMUSG00000056394,ENSMICG00000007160
ENSG00000105507,ENSMUSG00000005649,ENSMICG00000007151
ENSG00000105509,ENSMUSG00000003665,ENSMICG00000035879
ENSG00000105514,ENSMUSG00000019066,ENSMICG00000031435
ENSG00000105516,ENSMUSG00000059824,ENSMICG00000016323
ENSG00000105518,ENSMUSG00000040883,ENSMICG00000044601
ENSG00000105520,ENSMUSG00000040563,ENSMICG00000036197
ENSG00000105523,ENSMUSG00000054161,ENSMICG00000043555
ENSG00000105538,ENSMUSG00000044562,ENSMICG00000004300
ENSG00000105549,ENSMUSG00000020317,ENSMICG00000008700
ENSG00000105550,ENSMUSG00000030827,ENSMICG00000041708
ENSG00000105552,ENSMUSG00000030826,ENSMICG00000013280
ENSG00000105556,ENSMUSG00000042570,ENSMICG00000008694
ENSG00000105559,ENSMUSG00000040428,ENSMICG00000013309
ENSG00000105576,ENSMUSG00000031691,ENSMICG00000016153
ENSG00000105583,ENSMUSG00000059355,ENSMICG00000041694
ENSG00000105605,ENSMUSG00000069806,ENSMICG00000027690
ENSG00000105607,ENSMUSG00000003809,ENSMICG00000016264
ENSG00000105610,ENSMUSG00000054191,ENSMICG00000016260
ENSG00000105617,ENSMUSG00000078813,ENSMICG00000029352
ENSG00000105618,ENSMUSG00000008373,ENSMICG00000002355
ENSG00000105619,ENSMUSG00000006335,ENSMICG00000036691
ENSG00000105639,ENSMUSG00000031805,ENSMICG00000034333
ENSG00000105641,ENSMUSG00000000792,ENSMICG00000031990
ENSG00000105642,ENSMUSG00000002908,ENSMICG00000000005
ENSG00000105647,ENSMUSG00000031834,ENSMICG00000028339
ENSG00000105649,ENSMUSG00000031840,ENSMICG00000047037
ENSG00000105650,ENSMUSG00000031842,ENSMICG00000037741
ENSG00000105655,ENSMUSG00000019139,ENSMICG00000017023
ENSG00000105656,ENSMUSG00000070002,ENSMICG00000017036
ENSG00000105662,ENSMUSG00000003575,ENSMICG00000000711
ENSG00000105664,ENSMUSG00000031849,ENSMICG00000028923
ENSG00000105668,ENSMUSG00000006313,ENSMICG00000009905
ENSG00000105669,ENSMUSG00000055681,ENSMICG00000003630
ENSG00000105671,ENSMUSG00000057788,ENSMICG00000003640
ENSG00000105672,ENSMUSG00000006311,ENSMICG00000009896
ENSG00000105675,ENSMUSG00000005553,ENSMICG00000009844
ENSG00000105676,ENSMUSG00000002343,ENSMICG00000003677
ENSG00000105677,ENSMUSG00000006315,ENSMICG00000010909
ENSG00000105679,ENSMUSG00000061099,ENSMICG00000010889
ENSG00000105695,ENSMUSG00000036634,ENSMICG00000027039
ENSG00000105696,ENSMUSG00000035964,ENSMICG00000010461
ENSG00000105697,ENSMUSG00000050440,ENSMICG00000026832
ENSG00000105698,ENSMUSG00000058239,ENSMICG00000001519
ENSG00000105699,ENSMUSG00000001247,ENSMICG00000001514
ENSG00000105700,ENSMUSG00000055553,ENSMICG00000045924
ENSG00000105707,ENSMUSG00000001249,ENSMICG00000002167
ENSG00000105711,ENSMUSG00000019194,ENSMICG00000012087
ENSG00000105717,ENSMUSG00000031860,ENSMICG00000005939
ENSG00000105722,ENSMUSG00000040857,ENSMICG00000004694
ENSG00000105723,ENSMUSG00000057177,ENSMICG00000046754
ENSG00000105726,ENSMUSG00000031862,ENSMICG00000005954
ENSG00000105737,ENSMUSG00000003378,ENSMICG00000015136
ENSG00000105738,ENSMUSG00000030583,ENSMICG00000004406
ENSG00000105755,ENSMUSG00000064254,ENSMICG00000014648
ENSG00000105767,ENSMUSG00000054793,ENSMICG00000026652
ENSG00000105771,ENSMUSG00000002210,ENSMICG00000028108
ENSG00000105778,ENSMUSG00000029787,ENSMICG00000030755
ENSG00000105784,ENSMUSG00000040570,ENSMICG00000035579
ENSG00000105792,ENSMUSG00000040473,ENSMICG00000033992
ENSG00000105793,ENSMUSG00000040464,ENSMICG00000010172
ENSG00000105810,ENSMUSG00000040274,ENSMICG00000004219
ENSG00000105819,ENSMUSG00000029017,ENSMICG00000008356
ENSG00000105821,ENSMUSG00000029014,ENSMICG00000008368
ENSG00000105825,ENSMUSG00000029664,ENSMICG00000032673
ENSG00000105835,ENSMUSG00000020572,ENSMICG00000007240
ENSG00000105849,ENSMUSG00000020561,ENSMICG00000036489
ENSG00000105851,ENSMUSG00000020573,ENSMICG00000001209
ENSG00000105852,ENSMUSG00000029759,ENSMICG00000005738
ENSG00000105854,ENSMUSG00000032667,ENSMICG00000026757
ENSG00000105855,ENSMUSG00000025321,ENSMICG00000009239
ENSG00000105856,ENSMUSG00000002996,ENSMICG00000012858
ENSG00000105865,ENSMUSG00000020648,ENSMICG00000042944
ENSG00000105866,ENSMUSG00000025323,ENSMICG00000034088
ENSG00000105875,ENSMUSG00000058486,ENSMICG00000001656
ENSG00000105877,ENSMUSG00000018581,ENSMICG00000008480
ENSG00000105879,ENSMUSG00000020659,ENSMICG00000037843
ENSG00000105880,ENSMUSG00000029755,ENSMICG00000035433
ENSG00000105887,ENSMUSG00000029840,ENSMICG00000029457
ENSG00000105894,ENSMUSG00000029838,ENSMICG00000003938
ENSG00000105926,ENSMUSG00000038388,ENSMICG00000004206
ENSG00000105928,ENSMUSG00000029821,ENSMICG00000000755
ENSG00000105929,ENSMUSG00000038600,ENSMICG00000001839
ENSG00000105939,ENSMUSG00000029826,ENSMICG00000003101
ENSG00000105948,ENSMUSG00000056832,ENSMICG00000003109
ENSG00000105953,ENSMUSG00000020456,ENSMICG00000015987
ENSG00000105954,ENSMUSG00000029831,ENSMICG00000000759
ENSG00000105963,ENSMUSG00000056413,ENSMICG00000015739
ENSG00000105967,ENSMUSG00000029553,ENSMICG00000006995
ENSG00000105968,ENSMUSG00000041126,ENSMICG00000008792
ENSG00000105971,ENSMUSG00000000058,ENSMICG00000045272
ENSG00000105974,ENSMUSG00000007655,ENSMICG00000026847
ENSG00000105976,ENSMUSG00000009376,ENSMICG00000000697
ENSG00000105982,ENSMUSG00000029130,ENSMICG00000015458
ENSG00000105983,ENSMUSG00000010721,ENSMICG00000015471
ENSG00000105989,ENSMUSG00000010797,ENSMICG00000005749
ENSG00000105991,ENSMUSG00000029844,ENSMICG00000041792
ENSG00000105993,ENSMUSG00000029131,ENSMICG00000028496
ENSG00000105996,ENSMUSG00000014704,ENSMICG00000047950
ENSG00000105997,ENSMUSG00000079560,ENSMICG00000030351
ENSG00000106003,ENSMUSG00000029570,ENSMICG00000000453
ENSG00000106009,ENSMUSG00000000148,ENSMICG00000033020
ENSG00000106018,ENSMUSG00000011171,ENSMICG00000029297
ENSG00000106025,ENSMUSG00000029669,ENSMICG00000000958
ENSG00000106028,ENSMUSG00000029911,ENSMICG00000043108
ENSG00000106031,ENSMUSG00000038203,ENSMICG00000043155
ENSG00000106034,ENSMUSG00000062980,ENSMICG00000036835
ENSG00000106038,ENSMUSG00000005503,ENSMICG00000031887
ENSG00000106052,ENSMUSG00000004535,ENSMICG00000009923
ENSG00000106066,ENSMUSG00000052955,ENSMICG00000037854
ENSG00000106069,ENSMUSG00000004633,ENSMICG00000008142
ENSG00000106070,ENSMUSG00000020176,ENSMICG00000002358
ENSG00000106077,ENSMUSG00000040532,ENSMICG00000007909
ENSG00000106078,ENSMUSG00000020173,ENSMICG00000015584
ENSG00000106080,ENSMUSG00000038074,ENSMICG00000036409
ENSG00000106086,ENSMUSG00000005225,ENSMICG00000012195
ENSG00000106089,ENSMUSG00000007207,ENSMICG00000008224
ENSG00000106100,ENSMUSG00000038058,ENSMICG00000012125
ENSG00000106105,ENSMUSG00000029777,ENSMICG00000046006
ENSG00000106113,ENSMUSG00000003476,ENSMICG00000012173
ENSG00000106123,ENSMUSG00000029869,ENSMICG00000007364
ENSG00000106125,ENSMUSG00000038022,ENSMICG00000012202
ENSG00000106128,ENSMUSG00000004654,ENSMICG00000012951
ENSG00000106144,ENSMUSG00000029863,ENSMICG00000047392
ENSG00000106153,ENSMUSG00000070493,ENSMICG00000042713
ENSG00000106211,ENSMUSG00000004951,ENSMICG00000010684
ENSG00000106236,ENSMUSG00000059991,ENSMICG00000002901
ENSG00000106244,ENSMUSG00000029623,ENSMICG00000017425
ENSG00000106245,ENSMUSG00000038722,ENSMICG00000017426
ENSG00000106246,ENSMUSG00000029624,ENSMICG00000017428
ENSG00000106261,ENSMUSG00000029729,ENSMICG00000003957
ENSG00000106263,ENSMUSG00000056076,ENSMICG00000010103
ENSG00000106266,ENSMUSG00000029560,ENSMICG00000001627
ENSG00000106268,ENSMUSG00000036639,ENSMICG00000037667
ENSG00000106278,ENSMUSG00000068748,ENSMICG00000000608
ENSG00000106290,ENSMUSG00000036980,ENSMICG00000003995
ENSG00000106299,ENSMUSG00000029684,ENSMICG00000038346
ENSG00000106302,ENSMUSG00000029680,ENSMICG00000030714
ENSG00000106304,ENSMUSG00000029682,ENSMICG00000037909
ENSG00000106305,ENSMUSG00000029610,ENSMICG00000012810
ENSG00000106327,ENSMUSG00000029716,ENSMICG00000009350
ENSG00000106328,ENSMUSG00000029707,ENSMICG00000000092
ENSG00000106330,ENSMUSG00000037221,ENSMICG00000009344
ENSG00000106331,ENSMUSG00000029706,ENSMICG00000000095
ENSG00000106333,ENSMUSG00000029718,ENSMICG00000009333
ENSG00000106336,ENSMUSG00000089984,ENSMICG00000009325
ENSG00000106341,ENSMUSG00000002930,ENSMICG00000000482
ENSG00000106344,ENSMUSG00000029701,ENSMICG00000000107
ENSG00000106346,ENSMUSG00000051306,ENSMICG00000037327
ENSG00000106348,ENSMUSG00000003500,ENSMICG00000000111
ENSG00000106351,ENSMUSG00000029722,ENSMICG00000042437
ENSG00000106355,ENSMUSG00000091625,ENSMICG00000005353
ENSG00000106366,ENSMUSG00000037411,ENSMICG00000046603
ENSG00000106367,ENSMUSG00000004849,ENSMICG00000005406
ENSG00000106392,ENSMUSG00000042460,ENSMICG00000011894
ENSG00000106397,ENSMUSG00000004846,ENSMICG00000033937
ENSG00000106399,ENSMUSG00000012483,ENSMICG00000000741
ENSG00000106400,ENSMUSG00000059518,ENSMICG00000016065
ENSG00000106404,ENSMUSG00000001739,ENSMICG00000047492
ENSG00000106410,ENSMUSG00000029736,ENSMICG00000002270
ENSG00000106415,ENSMUSG00000029638,ENSMICG00000017516
ENSG00000106436,ENSMUSG00000005474,ENSMICG00000035701
ENSG00000106443,ENSMUSG00000029629,ENSMICG00000014004
ENSG00000106459,ENSMUSG00000058440,ENSMICG00000004218
ENSG00000106460,ENSMUSG00000029571,ENSMICG00000011835
ENSG00000106462,ENSMUSG00000029687,ENSMICG00000011127
ENSG00000106477,ENSMUSG00000029790,ENSMICG00000006125
ENSG00000106483,ENSMUSG00000021319,ENSMICG00000026727
ENSG00000106484,ENSMUSG00000051855,ENSMICG00000006129
ENSG00000106511,ENSMUSG00000036144,ENSMICG00000033516
ENSG00000106524,ENSMUSG00000036188,ENSMICG00000009932
ENSG00000106536,ENSMUSG00000009734,ENSMICG00000007361
ENSG00000106537,ENSMUSG00000020577,ENSMICG00000015312
ENSG00000106538,ENSMUSG00000009281,ENSMICG00000015426
ENSG00000106541,ENSMUSG00000020581,ENSMICG00000015349
ENSG00000106546,ENSMUSG00000019256,ENSMICG00000011723
ENSG00000106554,ENSMUSG00000053768,ENSMICG00000038427
ENSG00000106565,ENSMUSG00000029810,ENSMICG00000042311
ENSG00000106571,ENSMUSG00000021318,ENSMICG00000010785
ENSG00000106588,ENSMUSG00000015671,ENSMICG00000017286
ENSG00000106605,ENSMUSG00000001999,ENSMICG00000007284
ENSG00000106608,ENSMUSG00000049680,ENSMICG00000030783
ENSG00000106609,ENSMUSG00000053094,ENSMICG00000005334
ENSG00000106615,ENSMUSG00000028945,ENSMICG00000033790
ENSG00000106617,ENSMUSG00000028944,ENSMICG00000008109
ENSG00000106624,ENSMUSG00000020473,ENSMICG00000013400
ENSG00000106628,ENSMUSG00000020471,ENSMICG00000013459
ENSG00000106631,ENSMUSG00000020469,ENSMICG00000004005
ENSG00000106633,ENSMUSG00000041798,ENSMICG00000013503
ENSG00000106635,ENSMUSG00000029681,ENSMICG00000013897
ENSG00000106636,ENSMUSG00000002741,ENSMICG00000004010
ENSG00000106638,ENSMUSG00000005374,ENSMICG00000013906
